0 4.24835e-18
1 1.69934e-16
2 3.39868e-15
3 4.53158e-14
4 4.53158e-13
5 3.62526e-12
6 2.41684e-11
7 1.38105e-10
8 6.90526e-10
9 3.06901e-09
10 1.2276e-08
11 4.46401e-08
12 1.488e-07
13 4.57847e-07
14 1.30813e-06
15 3.48836e-06
16 8.72089e-06
17 2.05197e-05
18 4.55994e-05
19 9.59988e-05
20 0.000191998
21 0.00036571
22 0.000664927
23 0.00115639
24 0.00192732
25 0.00308372
26 0.00474418
27 0.00702842
28 0.0100406
29 0.0138491
30 0.0184655
31 0.0238264
32 0.029783
33 0.0361006
34 0.0424713
35 0.0485387
36 0.0539318
37 0.0583047
38 0.0613734
39 0.062947
40 0.062947
41 0.0614117
42 0.0584874
43 0.0544069
44 0.0494608
45 0.0439651
46 0.0382306
47 0.0325366
48 0.0271139
49 0.0221338
50 0.017707
51 0.0138879
52 0.010683
53 0.00806262
54 0.00597231
55 0.0043435
56 0.0031025
57 0.00217719
58 0.00150151
59 0.00101797
60 0.000678649
61 0.000445016
62 0.000287107
63 0.00018229
64 0.000113931
65 7.01116e-05
66 4.24919e-05
67 2.53683e-05
68 1.49225e-05
69 8.65074e-06
70 4.94328e-06
71 2.78495e-06
72 1.54719e-06
73 8.47776e-07
74 4.58258e-07
75 2.44404e-07
76 1.28634e-07
77 6.68227e-08
78 3.42681e-08
79 1.73509e-08
80 8.67546e-09
81 4.28418e-09
82 2.08984e-09
83 1.00715e-09
84 4.79597e-10
85 2.25692e-10
86 1.04973e-10
87 4.82636e-11
88 2.1938e-11
89 9.85977e-12
90 4.38212e-12
91 1.92621e-12
92 8.37481e-13
93 3.60207e-13
94 1.5328e-13
95 6.45387e-14
96 2.68911e-14
97 1.10891e-14
98 4.52618e-15
99 1.82876e-15
100 7.31503e-16
101 2.89704e-16
102 1.13609e-16
103 4.41202e-17
104 1.69693e-17
105 6.4645e-18
106 2.43943e-18
107 9.11938e-19
108 3.37755e-19
109 1.23947e-19
110 4.50715e-20
111 1.6242e-20
112 5.80071e-21
113 2.05335e-21
114 7.20473e-22
115 2.50599e-22
