0 0.000000
1 0.000000
2 0.000000
3 0.000003
4 0.000014
5 0.000055
6 0.000183
7 0.000523
8 0.001309
9 0.002908
10 0.005816
11 0.010575
12 0.017625
13 0.027116
14 0.038737
15 0.051649
16 0.064561
17 0.075954
18 0.084394
19 0.088835
20 0.088835
21 0.084605
22 0.076914
23 0.066881
24 0.055735
25 0.044588
26 0.034298
27 0.025406
28 0.018147
29 0.012515
30 0.008344
31 0.005383
32 0.003364
33 0.002039
34 0.001199
35 0.000000
36 0.000000
37 0.000000
38 0.000000
39 0.000000
40 0.000000
41 0.000000
42 0.000000
43 0.000000
44 0.000000
45 0.000000
46 0.000000
47 0.000000
48 0.000000
49 0.000000
50 0.000000
51 0.000000
52 0.000000
53 0.000000
54 0.000000
55 0.000000
56 0.000000
57 0.000000
58 0.000000
59 0.000000
60 0.000000
61 0.000000
62 0.000000
63 0.000000
64 0.000000
65 0.000000
66 0.000000
67 0.000000
68 0.000000
69 0.000000
70 0.000000
71 0.000000
72 0.000000
73 0.000000
74 0.000000
75 0.000000
76 0.000000
77 0.000000
78 0.000000
79 0.000000
80 0.000000
