96677 0.000000
96678 0.000000
96679 0.000000
96680 0.000000
96681 0.000000
96682 0.000000
96683 0.000000
96684 0.000000
96685 0.000000
96686 0.000000
96687 0.000000
96688 0.000000
96689 0.000000
96690 0.000000
96691 0.000000
96692 0.000000
96693 0.000000
96694 0.000000
96695 0.000000
96696 0.000000
96697 0.000000
96698 0.000000
96699 0.000000
96700 0.000000
96701 0.000000
96702 0.000000
96703 0.000000
96704 0.000000
96705 0.000000
96706 0.000000
96707 0.000000
96708 0.000000
96709 0.000000
96710 0.000000
96711 0.000000
96712 0.000000
96713 0.000000
96714 0.000000
96715 0.000000
96716 0.000000
96717 0.000000
96718 0.000000
96719 0.000000
96720 0.000000
96721 0.000000
96722 0.000000
96723 0.000000
96724 0.000000
96725 0.000000
96726 0.000000
96727 0.000000
96728 0.000000
96729 0.000000
96730 0.000000
96731 0.000000
96732 0.000000
96733 0.000000
96734 0.000000
96735 0.000000
96736 0.000000
96737 0.000000
96738 0.000000
96739 0.000000
96740 0.000000
96741 0.000000
96742 0.000000
96743 0.000000
96744 0.000000
96745 0.000000
96746 0.000000
96747 0.000000
96748 0.000000
96749 0.000000
96750 0.000000
96751 0.000000
96752 0.000000
96753 0.000000
96754 0.000000
96755 0.000000
96756 0.000000
96757 0.000000
96758 0.000000
96759 0.000000
96760 0.000000
96761 0.000000
96762 0.000000
96763 0.000000
96764 0.000000
96765 0.000000
96766 0.000000
96767 0.000000
96768 0.000000
96769 0.000000
96770 0.000000
96771 0.000000
96772 0.000000
96773 0.000000
96774 0.000000
96775 0.000000
96776 0.000000
96777 0.000000
96778 0.000000
96779 0.000000
96780 0.000000
96781 0.000000
96782 0.000000
96783 0.000000
96784 0.000000
96785 0.000000
96786 0.000000
96787 0.000000
96788 0.000000
96789 0.000000
96790 0.000000
96791 0.000000
96792 0.000000
96793 0.000000
96794 0.000000
96795 0.000000
96796 0.000000
96797 0.000000
96798 0.000000
96799 0.000000
96800 0.000000
96801 0.000000
96802 0.000000
96803 0.000000
96804 0.000000
96805 0.000000
96806 0.000000
96807 0.000000
96808 0.000000
96809 0.000000
96810 0.000000
96811 0.000000
96812 0.000000
96813 0.000000
96814 0.000000
96815 0.000000
96816 0.000000
96817 0.000000
96818 0.000000
96819 0.000000
96820 0.000000
96821 0.000000
96822 0.000000
96823 0.000000
96824 0.000000
96825 0.000000
96826 0.000000
96827 0.000000
96828 0.000000
96829 0.000000
96830 0.000000
96831 0.000000
96832 0.000000
96833 0.000000
96834 0.000000
96835 0.000000
96836 0.000000
96837 0.000000
96838 0.000000
96839 0.000000
96840 0.000000
96841 0.000000
96842 0.000000
96843 0.000000
96844 0.000000
96845 0.000000
96846 0.000000
96847 0.000000
96848 0.000000
96849 0.000000
96850 0.000000
96851 0.000000
96852 0.000000
96853 0.000000
96854 0.000000
96855 0.000000
96856 0.000000
96857 0.000000
96858 0.000000
96859 0.000000
96860 0.000000
96861 0.000000
96862 0.000000
96863 0.000000
96864 0.000000
